title,writer,publication,callno,href
Financial derivatives,"Kolb, Robert W","Miabi,FL.:Kolb Pub. Co.,1993.",332.645 K81f,https://library.cau.ac.kr/#/search/detail/6090780
Quantitative toolkit for economics and finance,"Mathis, Stephen","Miami, Fla. :Kolb Pub. Co.,c1993.",330.015195 M431q,https://library.cau.ac.kr/#/search/detail/6090779
The ugly duckling goes to work:wisdom for the workplace from the classic tales of Hans Christian Andersen,"Norgaard, Mette","New York :AMACOM, American Management Association ,c2005.",650.1 A544n,https://library.cau.ac.kr/#/search/detail/6090778
Time series and statistics :the New Palgrave,"Eatwell, John","London :W.W.Norton & Co.,1990.",330.015195 E14t,https://library.cau.ac.kr/#/search/detail/6090777
Capital theory :the New Palgrave,"Milgate, Murray","London :Macmillan,1990.",332.041 E14c,https://library.cau.ac.kr/#/search/detail/6090776
Money :the New Palgrave,"Eatwell, John","New York : W.W. Norton, 1989, c1987.",332.4 E14m,https://library.cau.ac.kr/#/search/detail/6090775
"Allocation, information, and markets","Eatwell, John","New York:W. W. Norton,1990.",330.1 E14a,https://library.cau.ac.kr/#/search/detail/6090774
Social economics :the New Palgrave,"Eatwell, John","New York :Norton,1989.",306.3 E14s,https://library.cau.ac.kr/#/search/detail/6090773
Econometrics :the New Palgrave,"Eatwell, John","New York :Norton,1990.",330.015195 E14e,https://library.cau.ac.kr/#/search/detail/6090772
Marxian economics :the New Palgrave,"Eatwell, John","New York :Norton,1990.",335.403 E14m,https://library.cau.ac.kr/#/search/detail/6090771
Problems of the planned economy :the New Palgrave,"Eatwell, John",London,338.9 E14p,https://library.cau.ac.kr/#/search/detail/6090770
Economic development :the New Palgrave,"Eatwell, John","New York :Norton,1989.",338.9 E14e,https://library.cau.ac.kr/#/search/detail/6090769
The Invisible hand :the New Palgrave,"Eatwell, John","New York :Norton,1989.",330.12203 E14t,https://library.cau.ac.kr/#/search/detail/6090768
General equilibrium,"Eatwell, John","New York : Norton, 1989.",339.5 E14g,https://library.cau.ac.kr/#/search/detail/6090767
Game Theory,"Milgate, Murray","New York :Norton,1989.",330.015193 E14g,https://library.cau.ac.kr/#/search/detail/6090766
Utility and probability,"Eatwell, John","New York :Norton,1990, 1987.",330.015195 E14u,https://library.cau.ac.kr/#/search/detail/6090765
Finance :the New Palgrave,"Eatwell, John","New York :Norton,1989.",332 E14f,https://library.cau.ac.kr/#/search/detail/6090764
Infographics :a journalist's guide,"Stovall, James Glen","Boston :Allyn and Bacon,c1997.",070.49 S889i,https://library.cau.ac.kr/#/search/detail/6090763
Microeconomics :a modern approach,"Schotter, Andrew R","New York, NY :HarperCollins College Publishers,c1994.",338.5 S375m,https://library.cau.ac.kr/#/search/detail/6090762
Macroeconomics,"Parkin, Michael","Englewood Cliffs, N.J. :Prentice-Hall,c1984.",339 P247m,https://library.cau.ac.kr/#/search/detail/6090761
Financial market volatility : a symposium,Federal Reserve Bank of Kansas City,"[Kansas City, Mo.] : Federal Reserve Bank of Kansas City, [1988?]",332.1 F293f,https://library.cau.ac.kr/#/search/detail/6090760
Reducing unemployment :current issues and policy options : a symposium,Federal Reserve Bank of Kansas City,"[Kansas City, Mo.] :Federal Reserve Bank of Kansas City,1994.",331.1377 F293r,https://library.cau.ac.kr/#/search/detail/6090759
The theory of money,"Niehans, Jurg","Baltimore :Johns Hopkins University Press,c1978.",332.401 N666t,https://library.cau.ac.kr/#/search/detail/6090758
"Are the distinctions between debt and equity disappearing? :proceedings of a conference held at Melvin Village, New Hampshire, October 1989","Kopcke, Richard W","[Boston :Federal Reserve Bank of Boston],1989.",332.4973 R813a,https://library.cau.ac.kr/#/search/detail/6090757
Keynes and philosophy : essays on the origin of Keynes's thought,"Bateman, Bradley W","Aldershot, Hants, England",330.156 K44b,https://library.cau.ac.kr/#/search/detail/6090756
Blink :the power of thinking without thinking,"Gladwell, Malcolm","New York :Little, Brown and Co. ,c2005.",153.44 G543bi,https://library.cau.ac.kr/#/search/detail/6090755
The audacity of hope:thoughts on reclaiming the American dream,"Obama, Barack","New York :Crown Publishers,c2006.",973 O12a,https://library.cau.ac.kr/#/search/detail/6090754
Finance :an integrated global approach,"Shetty, Anand G","Burr Ridge, Ill. :Irwin,c1995.",null,https://library.cau.ac.kr/#/search/detail/6090753
Fixing global finance,"Wolf, Martin","Baltimore, Md. :Johns Hopkins University Press ,2008.",332.042 W854f,https://library.cau.ac.kr/#/search/detail/6090752
Building public trust : the future of corporate reporting,"DiPiazza, Samuel A","New York : John Wiley & Sons, c2002.",658.1512 D596b,https://library.cau.ac.kr/#/search/detail/6090751
"Prelude to leadership :the European diary of John F. Kennedy, summer 1945","Kennedy, John F","Washington, DC :Regnery Pub.",973.922092 K35p,https://library.cau.ac.kr/#/search/detail/6090750
The Uruguay round :an assessment,"Schott, Jeffrey J","Washington, DC :Institute for International Economics,c1994.",382.92 S375t,https://library.cau.ac.kr/#/search/detail/6090749
MetaCapitalism :the e-business revolution and the design of 21st century companies and markets,"Means, Grady","New York :John Wiley,c2000.",658.054678 M483m,https://library.cau.ac.kr/#/search/detail/6090748
"Global media economics :commercialization, concentration, and integration of world media markets","Albarran, Alan B","Ames :Iowa State University Press,1998.",338.4730223 A327g,https://library.cau.ac.kr/#/search/detail/6090747
Lies :and the lying liars who tell them : a fair and balanced look at the Right,"Franken, Al","New York :Dutton,c2003.",null,https://library.cau.ac.kr/#/search/detail/6090746
A non-random walk down Wall Street,"Lo, Andrew W","Princeton, N.J. :Princeton University Press,c1999.",null,https://library.cau.ac.kr/#/search/detail/6090745
The ten-day MBA,"Silbiger, Steven","New York :W. Morrow,c1993.",650 S582t,https://library.cau.ac.kr/#/search/detail/6090744
Handbook of online marketing research,"Grossnickle, Joshua","New York : McGraw-Hill,c2001.",null,https://library.cau.ac.kr/#/search/detail/6090743
"Selected writings on futures markets :interrelations among futures, option, and futures option markets","Whaley, R. E","[Chicago] :Board of Trade of the City of Chicago,1992.",332.644 W552s,https://library.cau.ac.kr/#/search/detail/6090742
Internet economics,"McKnight, Lee W","Cambridge, Mass. :MIT Press,1998.",384.33 M159i,https://library.cau.ac.kr/#/search/detail/6090741
"Great people decisions :why they matter so much, why they are so hard, and how you can master them","Fernandez Araoz, Claudio","Hoboken, N.J. :John Wiley & Sons,c2007.",658.407111 F363g,https://library.cau.ac.kr/#/search/detail/6090740
The clash of civilizations and the remaking of world order,"Huntington, Samuel P","New York :Simon & Schuster,c1996.",909.829 H953c,https://library.cau.ac.kr/#/search/detail/6090739
The analysis of time series :an introduction,"Chatfield, Christopher",London,null,https://library.cau.ac.kr/#/search/detail/6090738
Real world economic applications :the Wall Street journal workbook,"Lehmann, Michael B","Homewood, IL :Irwin,c1992.",330 L523r2,https://library.cau.ac.kr/#/search/detail/6090737
The art of seduction,"Greene, Robert","New York :Viking,2001.",306.7 G811a,https://library.cau.ac.kr/#/search/detail/6090736
The no asshole rule :building a civilized workplace and surviving one that isn't,"Sutton, Robert I","New York :Warner Business Books ,2007.",650.13 S967n,https://library.cau.ac.kr/#/search/detail/6090735
"Religion, reform, and women's writing in early modern England","Coles, Kimberly Anne","Cambridge :Cambridge University Press,2008.",809.89287 C693r,https://library.cau.ac.kr/#/search/detail/6090713
Bridgman's life drawing,"Bridgman, George Brant","New York :Dover Publications ,1971.",743.4 B852b,https://library.cau.ac.kr/#/search/detail/6090712
Elementary linear algebra,"Larson, Ron","Boston :Houghton Mifflin Harcourt Pub. Co.,2009.",512.5 L334e6,https://library.cau.ac.kr/#/search/detail/6090711
Science research writing for non-native speakers of English,"Glasman-Deal, Hilary",London,808.0665 G548s,https://library.cau.ac.kr/#/search/detail/6090710
Great expectations,"Dickens, Charles",Oxford,823 D548gn,https://library.cau.ac.kr/#/search/detail/6090709
Pride and prejudice,"Austen, Jane",Oxford,823 A933po,https://library.cau.ac.kr/#/search/detail/6090708
Q :skills for success : reading and writing.4,"Daise, Debra",Oxford,428.24 D134q v.4,https://library.cau.ac.kr/#/search/detail/6090707
"Making Oboe Reeds, Step-by-step :A guide through each step of the Oboe reed making process","Frisch, Naomi Bensdorf","[United States] :CreateSpace Independent Publishing Platform,2012.",646.7 F917m,https://library.cau.ac.kr/#/search/detail/6090706
"Plays--one.1,Alphabetical order -- Donkeys’ years -- Clouds -- Make and break -- Noises off","Frayn, Michael",London,822 F847p v.1,https://library.cau.ac.kr/#/search/detail/6090705
"The bridesmaid guide :modern advice on etiquette, parties, and being fabulous","Chynoweth, Kate","San Francisco, Calif. :Chronicle Books,2011.",395.22 C564b,https://library.cau.ac.kr/#/search/detail/6090704
The bridesmaid handbook,"Naylor, Sharon","Naperville, Ill. :Sourcebooks,2005.",395.22 N333b,https://library.cau.ac.kr/#/search/detail/6090703
Virtual voyages :cinema and travel,"Ruoff, Jeffrey","Durham :Duke University Press,2006.",791.4362 R944v,https://library.cau.ac.kr/#/search/detail/6090700
Cambridge Handbook of Experimental Political Science,"Druckman, James N",Cambridge,320.072 D794c,https://library.cau.ac.kr/#/search/detail/6090697
Weak interactions and modern particle theory,"Georgi, Howard","Mineola, N.Y. :Dover Publications,2009.",539.7544 G352w,https://library.cau.ac.kr/#/search/detail/6090696
The Heath introduction to literature,"Landy, Alice S","Boston :Houghton Mifflin,2000.",808.8 L264h6,https://library.cau.ac.kr/#/search/detail/6090695
Communicating in business English,"Dignen, Bob","Guilderland, NY :Compass Pub.,2003",428.24 D575c,https://library.cau.ac.kr/#/search/detail/6090690
The closed commercial state,"Fichte, Johann Gottlieb","Albany :State University of New York Press,2012.",320.1 F445ga,https://library.cau.ac.kr/#/search/detail/6090688
Ball four,"Bouton, Jim","New York :Collier Books,1990.",796.357092 B781b,https://library.cau.ac.kr/#/search/detail/6090685
From film adaptation to post-celluloid adaptation :rethinking the transition of popular narratives and characters across old and new media,"Constandinides, Costas","New York :Continuum,2012.",791.436 C757f,https://library.cau.ac.kr/#/search/detail/6090684
Crash course in library services to people with disabilities,"Roberts, Elizabeth Ann","Santa Barbara, Calif. :Libraries Unlimited,2010.",027.6630973 R643c,https://library.cau.ac.kr/#/search/detail/6090683
Web service APIs and libraries,"Michel, Jason Paul","Chicago :ALA Editions, an imprint of the American Library Association,2013.",025.0422 M623w,https://library.cau.ac.kr/#/search/detail/6090682
After queer theory :the limits of sexual politics,"Penney, James","London :PlutoPress,2014.",306.7601 P413a,https://library.cau.ac.kr/#/search/detail/6090681
Noble purpose :the joy of living a meaningful life,"Damon, William","Philadelphia :Templeton Foundation Press,2003.",170 D163n,https://library.cau.ac.kr/#/search/detail/6090679
Social and personality development :infancy through adolescence,"Damon, William","New York :W.W. Norton,1983.",305.23 D163s,https://library.cau.ac.kr/#/search/detail/6090678
"The nature of personal reality :specific, practical techniques for solving everyday problems and enriching the life you know",Seth,"San Rafael, Calif. :New World Library",133.93 S495n,https://library.cau.ac.kr/#/search/detail/6090677
Opening to channel :how to connect with your guide,"Roman, Sanaya","Tiburon, Calif. :H.J. Kramer,1989.",133.91 R758o,https://library.cau.ac.kr/#/search/detail/6090676
Intimacies,"Bersani, Leo","Chicago, Ill. :University of Chicago Press",150.195 B535i,https://library.cau.ac.kr/#/search/detail/6090675
Handbook of parametric and nonparametric statistical procedures,"Sheskin, David","Boca Raton :CRC Press,2011.",519.5 S554h5,https://library.cau.ac.kr/#/search/detail/6090674
Liturgy and architecture from the early church to the Middle Ages,"Doig, Allan","Aldershot, England",246.909 D657L,https://library.cau.ac.kr/#/search/detail/6090673
The materiality of religion in early modern English drama,"Williamson, Elizabeth","Farnham, England",792.025 W729m,https://library.cau.ac.kr/#/search/detail/6090672
The interpersonal communication book,"DeVito, Joseph A","Boston :Pearson,2013.",302.2 D496i13,https://library.cau.ac.kr/#/search/detail/6090671
Mark Twain :a life,"Powers, Ron","New York :Free Press,2006",823.092 T969p,https://library.cau.ac.kr/#/search/detail/6090670
Harmony search algorithms for structural design optimization,"Geem, Zong Woo","Berlin :Springer,2010",621.392 G297h,https://library.cau.ac.kr/#/search/detail/6090669
The EU common security and defence policy,"Koutrakos, Panos","Oxford, United Kingdom :Oxford University Press,2013.",355.03354 K88e,https://library.cau.ac.kr/#/search/detail/6090668
Soil enzymology,"Shukla, Girish",Heidelberg,631.4 S562s,https://library.cau.ac.kr/#/search/detail/6090667
Barron's AP computer science A,"Teukolsky, Roselyn","Hauppauge, N.Y. :Barron's",004 T351b6,https://library.cau.ac.kr/#/search/detail/6090666
The great depression of the 1930s :lessons for today,"Crafts, Nicholas","Oxford :Oxford University Press,2013.",330.9043 C885g,https://library.cau.ac.kr/#/search/detail/6090664
Matched sampling for causal effects,"Rubin, Donald B",Cambridge,001.433 R896m,https://library.cau.ac.kr/#/search/detail/6090663
The animals issue :moral theory in practice,"Carruthers, Peter",Cambridge [England],179.3 C319a,https://library.cau.ac.kr/#/search/detail/6090662
"Flow phenomena in nature.v.1,a challenge to engineering design","Liebe, R",Southampton,620.1064 L716f v.1,https://library.cau.ac.kr/#/search/detail/6090661
Communication progressive du français :avec 320 exercices,"Miquel,Claire Leroy","Paris :CLE international,2013.",448 M669c2,https://library.cau.ac.kr/#/search/detail/6090657
Echo :methode de francais,"Girardet, Jacky","Paris :CLE international,2013.",448 G519e2,https://library.cau.ac.kr/#/search/detail/6090654
Grammaire progressive du français.niveau intermédiaire :avec 680 exercices,"Grégoire, Maïa","Paris :CLE International,2013.",445.076 G819gi3 sup.,https://library.cau.ac.kr/#/search/detail/6090653
Amical A2 :méthode de français,"Poisson-Quinton, Sylvie","Paris :CLE International,2011",448.24 P755a v.2,https://library.cau.ac.kr/#/search/detail/6090652
"Aurora Place, Renzo Piano Sydney","Metcalf, Andrew",Sydney :Watermark,720.9941 M588a,https://library.cau.ac.kr/#/search/detail/6090650
The Shard :London Bridge Tower,"Piano, Renzo","[Genoa, Italy] :Fondazione Renzo Piano,[2013?]",720 P581s,https://library.cau.ac.kr/#/search/detail/6090645
"Architectural research methods /David Wang, Linda N. Groat","Wang, David","Hoboken :Wiley,[2013]",720.072 W246a2,https://library.cau.ac.kr/#/search/detail/6090644
"Reaching for the sky :the Marina Bay Sands, Singapore","Adelson, Sheldon","Novato, CA :ORO Editions,2012.",725.8 A231r,https://library.cau.ac.kr/#/search/detail/6090643
Discovering architecture :how the world's great buildings were designed and built,"Jodidio, Philip","New York :Universe,2013.",720.9 J63d,https://library.cau.ac.kr/#/search/detail/6090642
The Theatre of Timberlake Wertenbaker,"Bush, Sophie",London,822 B978t,https://library.cau.ac.kr/#/search/detail/6090641
Is the rectum a grave? :and other essays,"Bersani, Leo",Chicago,155.3 B535i,https://library.cau.ac.kr/#/search/detail/6090640
"The rich don’t always win :the forgotten triumph over plutocracy that created the American middle class, 1900/1970","Pizzigati, Sam","New York :Seven Stories Press,2012.",305.55 P695r,https://library.cau.ac.kr/#/search/detail/6090638
Learning scikit-learn :machine learning in Python : experience the benefits of machine learning techniques by applying them to real-world problems using Python and the open source scikit-learn library,"Garreta, Raúl","Birmingham, UK :Packt Pub.,2013.",621.39 G239L,https://library.cau.ac.kr/#/search/detail/6090637
Building machine learning systems with Python :master the art of machine learning with Python and build effective machine learning sytems with this intensive hands-on guide,"Richert, Willi","Birmingham, UK :Packt Publishing,2013.",006.31 R529b,https://library.cau.ac.kr/#/search/detail/6090636
The speculation economy :how finance triumphed over industry,"Mitchell, Lawrence E","San Francisco, CA :Berrett-Koehler Publishers,2008.",330.97308 M681s,https://library.cau.ac.kr/#/search/detail/6090634
"Age of betrayal :the triumph of money in America, 1865-1900","Beatty, Jack","New York:Alfred A. Knopf,2007.",973.8 B369a,https://library.cau.ac.kr/#/search/detail/6090633
Ein Regenschirm fur diesen Tag :Roman,"Genazino, Wilhelm","Munchen:Dt. Taschenbuch-Verl,2003.",833 G324r7,https://library.cau.ac.kr/#/search/detail/6090631
Irrational security :the politics of defense from Reagan to Obama,"Wirls, Daniel","Baltimore :Johns Hopkins University Press,2010.",355.033073 W798i,https://library.cau.ac.kr/#/search/detail/6090630
Manual of environmental microbiology,"Hurst, Christon J","Washington, D.C. :ASM Press,2007.",579.17 H966m3,https://library.cau.ac.kr/#/search/detail/6090629
Methods of soil enzymology,"Dick, Richard P","Madison, Wis. :Soil Science Society of America,2011.",581.35 D547m,https://library.cau.ac.kr/#/search/detail/6090628
Logique naturelle et communications,"Grize, Jean-Blaise","Paris :Presses universitaires de France,1996.",302.2 G872L,https://library.cau.ac.kr/#/search/detail/6090627
A survey of minimal surfaces,"Osserman, Robert","Mineola, New York :Dover Publications, Inc.,2014.",516.362 O84s,https://library.cau.ac.kr/#/search/detail/6090626
The politics of CANDU exports,"Bratt, Duane",Toronto,382.45621 B824p,https://library.cau.ac.kr/#/search/detail/6090625
AP United States history,"Resnick, Eugene V","Hauppauge, N.Y. :Barrons Educational Series,c2012",973.076 R434a,https://library.cau.ac.kr/#/search/detail/6090624
AP English literature and composition,"Ehrenhaft, George","Hauppauge, N.Y. :Barron's Educational Series,2012.",428.0076 E33a4,https://library.cau.ac.kr/#/search/detail/6090623
