title,writer,publication,callno,href
Google Cloud Platformエンタープライズ設計ガイド,원산양개,"東京 :日経BP社,2018",004.6782 원산양g,https://library.cau.ac.kr/#/search/detail/9068816
Hadoopクラスター構築実践ガイド :ビッグデータ分析基盤の構築事例集 :building big data analytics systems using Hadoop & ecosystem,고하정순,"東京 :インプレス,2018",004.36 고하정h,https://library.cau.ac.kr/#/search/detail/9068815
Pythonデータサイエンスハンドブック :Jupyter、NumPy、pandas、Matplotlib、scikit‐learnを使ったデータ分析、機械学習,"Vanderplas, Jacob T","東京 :オライリー·ジャパン,2018",006.312 V239p국,https://library.cau.ac.kr/#/search/detail/9068814
PythonとKerasによるディープラーニング,"Chollet, François","東京 :マイナビ出版,2018",005.133 C547dp쿠,https://library.cau.ac.kr/#/search/detail/9068813
わかるPython :決定版 =Best learning for total Python beginners,송포건일랑,"東京 :SBクリエイティブ,2018",005.133 송포건와,https://library.cau.ac.kr/#/search/detail/9068812
データ分析ツールJupyter入門,장전진야내,"東京 :秀和システム,2018",006.312 장전진데,https://library.cau.ac.kr/#/search/detail/9068811
PyTorchで始める深層学習 :数式なしで基礎から実装まで,소천훈,"東京 :リックテレコム,2018",006.31 소천훈p,https://library.cau.ac.kr/#/search/detail/9068810
自動車工学の基礎 =Fundamentals of automotive engineering,근삼순,"名古屋 :名古屋大学出版会,2018",629.2 근삼순자,https://library.cau.ac.kr/#/search/detail/9068809
実戦データマイニング :AIによる株と為替の予測,월본양,"東京 :オーム社,平成30[2018]",006.312 월본양실,https://library.cau.ac.kr/#/search/detail/9068808
しくみがわかる深層学習 =(An) introduction to deep learning,수촌태랑,"東京 :朝倉書店,2018",006.31 수촌태시,https://library.cau.ac.kr/#/search/detail/9068807
切削加工機 :モノづくりの基本 : 21世紀の工作機械と設計技術,공작기계가공기술연구회 (일본),"東京 :大河出版,2018",671.53 공작기절,https://library.cau.ac.kr/#/search/detail/9068806
キーワードでわかる都市・建築2.0 =100 Keywords for future cities and architecture,일경아키텍처,"東京 :日経BP社,2018",711.4 일경아키,https://library.cau.ac.kr/#/search/detail/9068805
自由な建築 =Freeing architecture,석상순야,"東京 :LIXIL出版,2018",720.94 석상순자,https://library.cau.ac.kr/#/search/detail/9068804
工業技術者のための農学概論,고목호일,"東京 :理工図書,2018",630.1 고목호공,https://library.cau.ac.kr/#/search/detail/9068803
通信システム工学 :アナログ・ディジタル変復調技術,하염의문,"東京 :理工図書,2018",621.382 하염의통,https://library.cau.ac.kr/#/search/detail/9068802
IoT時代の電磁波セキュリティ :21世紀の社会インフラを電磁波攻撃から守るには,전기학회 (일본),"つくば :科学情報出版,2018",621.384 전기학i,https://library.cau.ac.kr/#/search/detail/9068801
CCS技術の新展開 =New development of CCS technologies,지구환경산업기술연구기구 (일본),"東京 :シーエムシー出版,2018",628.53 지구환c 2018,https://library.cau.ac.kr/#/search/detail/9068800
バイオマテリアルサイエンス :基礎から臨床まで,산강철이,"東京 :東京化学同人,2018",610.28 산강철바2,https://library.cau.ac.kr/#/search/detail/9068799
基礎からわかる環境化学 =Environmental chemistry,장사량,"東京 :森北出版,2018",628.0154 장사량기,https://library.cau.ac.kr/#/search/detail/9068798
実践deep learning :PythonとTensorFlowで学ぶ次世代の機械学習アルゴリズム,"Buduma, Nikhil","東京 :オライリー·ジャパン,2018",006.31 B927f목,https://library.cau.ac.kr/#/search/detail/9068797
TensorFlowで学ぶ機械学習·ニューラルネットワーク,"Shukla, Nishant","東京 :マイナビ出版,2018",006.31 S562m강,https://library.cau.ac.kr/#/search/detail/9068796
免疫の科学論 :偶然性と複雑性のゲーム,"Kourilsky, Philippe","東京 :みすず書房,2018",616.079 K88j시,https://library.cau.ac.kr/#/search/detail/9068795
"言語の獲得・進化・変化 :心理言語学,進化言語学,歴史言語学",유좌전소,"東京 :開拓社,2018",401 유좌전언,https://library.cau.ac.kr/#/search/detail/9068794
スマートセルインダストリー :微生物細胞を用いた物質生産の展望 =Smart cell industry : prospect of bio-based material production using microbial cells,구원철,"東京 :シーエムシー出版,2018",660.62 구원철스,https://library.cau.ac.kr/#/search/detail/9068793
GraphPad Prism7による生物統計学入門,평송정행,"東京 :カットシステム,2018",570.15195 평송정g,https://library.cau.ac.kr/#/search/detail/9068792
災害地質学ノート,천목량아홍,"名古屋 :近未来社,2018",551.2 천목량재,https://library.cau.ac.kr/#/search/detail/9068791
実習で学ぶモデルベース開発 :『モデル』を共通言語とするV字開発プロセス,산본투,"東京 :コロナ社,2018",621.815 산본투실,https://library.cau.ac.kr/#/search/detail/9068790
新SI単位と電磁気学,좌등문륭,"東京 :岩波書店,2018",537 좌등문신,https://library.cau.ac.kr/#/search/detail/9068789
石組作法 :石と意志の組み合わせ,용거정원연구소 (일본),"東京 :建築資料研究社,平成16[2004]",712.60953 용거정석,https://library.cau.ac.kr/#/search/detail/9068773
枯山水の話 :水無くして水を楽しむ庭,용거정원연구소 (일본),"東京 :建築資料研究社,1991(2005 4刷)",712.60953 용거정고,https://library.cau.ac.kr/#/search/detail/9068772
发展汉语 :中级阅读 =Developing Chinese : intermediate reading course.2,서승위,"北京 :北京语言大学出版社,2012(2018 9刷)",412.8 서승위발2 v.2,https://library.cau.ac.kr/#/search/detail/9066835
汉语方言学基础教程,이소범,"北京 :北京大学出版社,2010(2017 6刷)",412.7 이소범한,https://library.cau.ac.kr/#/search/detail/9066834
经济学 :新兴古典与新古典框架,양소개,"北京 :社会科学文献出版社,2018",330.1 양소개e장,https://library.cau.ac.kr/#/search/detail/9066631
地方創生大全 =Regional revitalization encyclopedia,목하제,"東京 :東洋経済新報社,2016(2018 7刷)",307.120953 목하제지,https://library.cau.ac.kr/#/search/detail/9066522
(稽古と茶会に役立つ) 実践取り合わせのヒント,담교사,"京都 :淡交社,2018",394.10953 담교사실 v.1/v.2/v.3/v.4/v.5/v.6/v.7/v.8,https://library.cau.ac.kr/#/search/detail/9066492
辞書から消えたことわざ,시전창서,"東京 :KADOKAWA,平成30[2018]",398.9953 시전창사,https://library.cau.ac.kr/#/search/detail/9066147
広辞苑,신촌출,"東京 :岩波書店,2018",R 413.3 신촌출광7 v.1/v.2/v.3,https://library.cau.ac.kr/#/search/detail/9066146
(初級者の間違いから学ぶ) 日本語文法を教えるためのポイント30,고도행태,"東京 :大修館書店,2018",413.5 고도행일,https://library.cau.ac.kr/#/search/detail/9066145
日本伝承遊び事典,동경오모챠미술관,"名古屋 :黎明書房,2018",398.80953 동경오일,https://library.cau.ac.kr/#/search/detail/9066143
日本人のおなまえっ!,NHK,"東京 :集英社インターナショナル,2017",929.4089953 엔에이일 v.1/v.2,https://library.cau.ac.kr/#/search/detail/9066139
微妙におかしな日本語 :ことばの結びつきの正解·不正解,신영효,"東京 :草思社,2018",413 신영효미,https://library.cau.ac.kr/#/search/detail/9066138
債權各論 (Ⅴ-2),"Wagatsuma, Sakae",岩波書店,null,https://library.cau.ac.kr/#/search/detail/9065980
債權各論 (Ⅳ),"Wagatsuma, Sakae",岩被書店,null,https://library.cau.ac.kr/#/search/detail/9065978
日本を変える!若手論客20の提言,전원총일랑,"東京 :潮出版社,2014",301.0953 전원총일,https://library.cau.ac.kr/#/search/detail/9064951
(これでいいのか) 東京都八王子市&多摩ニュータウン,강도신이,"東京 :マイクロマガジン社,2012",915.393 강도신동경,https://library.cau.ac.kr/#/search/detail/9064946
創造経済と都市地域再生.2,대판시립대학대학원,"堺 :大阪公立大学共同出版会,2012",307.3416 대판시창 v.2,https://library.cau.ac.kr/#/search/detail/9064945
(これでいいのか) 東京都八王子市,강도신이,"東京 :マイクロマガジン社,2017",915.393 강도신동,https://library.cau.ac.kr/#/search/detail/9064944
持ち歩ける八王子本 :今、注目すべきは八王子だ。,설출판사(일본),"東京 :枻出版社,2015",915.393 설출판지설,https://library.cau.ac.kr/#/search/detail/9064942
地元のごちそう八王子 :本当は教えたくない。地元民が愛するおいしい名店 =Local best restaurant guide : Hachioji,설출판사(일본),"東京 :枻出版社,2018",915.393 설출판지,https://library.cau.ac.kr/#/search/detail/9064940
中韩互译教程 =한국어통번역,장민,"北京 :北京大学出版社,2013",411.802 장민중,https://library.cau.ac.kr/#/search/detail/9064208
太后治下的中国,"Bland, J. O. P","哈尔滨 :哈尔滨出版社,2014",952.6 B642c주,https://library.cau.ac.kr/#/search/detail/9064177
地方創生観 :東海版.第4号(2018.3),명고옥리빙신문사(일본),"名古屋 :名古屋リビング新聞社 :流行発信,2018",352.140953 명고옥지 v.4,https://library.cau.ac.kr/#/search/detail/9064088
「都市の正義」が地方を壊す :地方創生の隘路を抜けて,산하우개,"東京 :PHP研究所,2018",307 산하우도,https://library.cau.ac.kr/#/search/detail/9064087
近居 :少子高齢社会の住まい・地域再生にどう活かすか,대월민웅,"京都 :学芸出版社,2014",363.50953 대월민근,https://library.cau.ac.kr/#/search/detail/9064086
"(ルポ) 高齢者ケア :都市の戦略, 地方の再生",좌등간부,"東京 :筑摩書房,2014",362.6 좌등간고,https://library.cau.ac.kr/#/search/detail/9064085
"持続可能な都市再生のかたち :トリノ, バルセロナの事例から",시작홍,"東京 :日本評論社,2014",307.3416 시작홍지,https://library.cau.ac.kr/#/search/detail/9064084
生まれ変わる歴史的建造物 :都市再生の中で価値ある建造物を継承する手法,야촌화선,"東京 :日刊工業新聞社,2014",720.288 야촌화생,https://library.cau.ac.kr/#/search/detail/9064083
コンパクトシティ実現のための都市計画制度 :平成26年改正都市再生法・都市計画法の解説,도시계화법제연구회(일본),"東京 :ぎょうせい,平成26[2014]",711.40953 도시계코,https://library.cau.ac.kr/#/search/detail/9064082
東京・都市再生の真実 :ガラパゴス化する不動産開発の最前線,북기붕희,"東京 :水曜社,2015",711.40953 북기붕동,https://library.cau.ac.kr/#/search/detail/9064081
再開發は誰のためか :住民不在の都市再生,암견양태랑,"東京 :日本經濟評論社,2016",711.40953 암견양재,https://library.cau.ac.kr/#/search/detail/9064079
イギリスの都市再生とサイエンスパーク,영목무,"東京 :日本経済評論社,2017",338.941 영목무이,https://library.cau.ac.kr/#/search/detail/9064078
米国のブラウンフィールド再生 :工場跡地から都市を再生する,흑뢰무사,"福岡 :九州大学出版会,2018",711.40973 흑뢰무미,https://library.cau.ac.kr/#/search/detail/9064077
"池田大作全集.146,小説",지전대작,"東京 :聖教新聞社,2013",080 지전대지 v.146,https://library.cau.ac.kr/#/search/detail/9064075
"民衆こそ王者 :池田大作とその時代.7,「白樺-いのちの守り人」篇",지전대작토소노시대편찬위원회,"東京 :潮出版社,2014",294.3928 지전대민조 v.7,https://library.cau.ac.kr/#/search/detail/9064074
平和の世紀へ民衆の挑戦,"Clements, Kevin P","東京 :潮出版社,2016",327.172 C626평,https://library.cau.ac.kr/#/search/detail/9064073
未来に贈る人生哲学 :文学と人間を見つめて,왕몽,"東京 :潮出版社,2017",800 왕몽미,https://library.cau.ac.kr/#/search/detail/9064072
"民衆こそ王者 :池田大作とその時代.10,炎の海を越えて篇",지전대작토소노시대편찬위원회,"東京 :潮出版社,2017",294.3928 지전대민조 v.10,https://library.cau.ac.kr/#/search/detail/9064071
『民衆こそ王者』に学ぶ「民音·富士美」の挑戦,지전대작토소노시대편찬위원회,"東京 :潮出版社,2018",294.3928 지전대민,https://library.cau.ac.kr/#/search/detail/9064070
蜘蛛 :社会网络分析技术,"Nooy, Wouter de","北京 :世界图书出版公司北京公司,2014(2018 2刷)",302.307 N819e2임2,https://library.cau.ac.kr/#/search/detail/9063005
(新たな) 地球文明の詩を :タゴールと世界市民を語る,"Mukherjee, Bharati","東京 :第三文明社,2016",181.4 M953지,https://library.cau.ac.kr/#/search/detail/9062936
汪康年文集,왕강년,"杭州 :浙江古籍出版社,2011(2013 2刷)",812.081 왕강년왕 v.1/v.2,https://library.cau.ac.kr/#/search/detail/9062739
"2050年戦略モノづくり産業への提案 :エネルギー, 環境, 社会インフラから考える未来予想図",2050년전략연구회(일본),"東京 :化学工業日報社,2017(2018 3刷)",338.0953 니센고니,https://library.cau.ac.kr/#/search/detail/9061256
低成長時代を迎えた韓国,안배성,"千葉 :日本貿易振興機構アジア経済研究所,2017",320.951 안배성저,https://library.cau.ac.kr/#/search/detail/9061255
Webデザインのロジック =Logic of web design :同業者に語りたくなるコンテンツイメージとブランディングのひみつ,푸레아,"東京 :三才ブックス,2018",006.7 푸레아w,https://library.cau.ac.kr/#/search/detail/9061254
Pythonによる数値計算とシミュレーション,소고지굉,"東京 :オーム社,平成30",005.133 소고지p,https://library.cau.ac.kr/#/search/detail/9061253
Google Cloud Platformではじめる機械学習と深層学習,길천준인,"東京 :リックテレコム,2017",004.6782 길천준g,https://library.cau.ac.kr/#/search/detail/9061252
"ゼロからやさしくはじめるPython入門 :基本からスタートして, ゲームづくり, 機械学習まで学ぼう!",구지라비행궤,"東京 :マイナビ出版,2018",005.133 구지라제,https://library.cau.ac.kr/#/search/detail/9061249
空間構造の数値解析ガイドブック =Guidebook for numerical analysis of spatial structures,일본건축학회,"東京 :日本建築学会,2017",690.1 일본건공,https://library.cau.ac.kr/#/search/detail/9061247
実践3事例とICT導入法,익자일언,"東京 :丸善出版,平成30[2018]",022.3 익자일실,https://library.cau.ac.kr/#/search/detail/9061246
战略管理 :概念与案例,"Hitt, Michael A","北京 :中国人民大学出版社,2017",658.4012 H676s12유,https://library.cau.ac.kr/#/search/detail/9031945
雅思阅读真经 =IELTS reading :机考笔试综合版.5,유홍파,"北京 :中国人民大学出版社,2016(2018 16刷)",428.0076 유홍파아중3 v.5,https://library.cau.ac.kr/#/search/detail/8175953
古裂會 :Auction catalogue,Kogire-kai,"京都 :Kogire-kai,平成14年[2002]-",R 708.953 고열회 v.19,https://library.cau.ac.kr/#/search/detail/420612
"Protein tyrosine phosphatases :structure, signaling and drug discovery","Ahuja, Lalima G",Berlin,572.68 A287p,https://library.cau.ac.kr/#/search/detail/9133300
